sample_index,timestamp_ms,ppg,ecg,pcg
7307,-2924,21537,28112,1712
7308,-10420,21535,28111,1707
7309,-10420,21535,28112,1701
7310,-10420,21535,28113,1703
7311,-10420,21533,28117,1710
7312,-10420,21538,28121,1711
7313,-10420,21540,28117,1712
7314,-10420,21541,28119,1701
7315,-10420,21545,28119,1717
7316,-10420,21540,28120,1712
7317,-10420,21542,28117,1712
7318,-10420,21544,28121,1727
7319,-10420,21543,28119,1716
7320,1738,21544,28122,1717
7321,1738,21544,28126,1746
7322,1738,21544,28135,1761
7323,1738,21545,28139,1747
7324,1738,21545,28142,1664
7325,1738,21547,28153,1751
7326,1738,21549,28163,1713
7327,6812,21550,28171,1787
7328,6812,21554,28177,1802
7329,6812,21553,28186,1814
7330,6812,21553,28191,1808
7331,6812,21556,28192,1857
7332,6812,21555,28195,1872
7333,6812,21552,28193,1872
7334,6812,21553,28194,1879
7335,6812,21553,28190,1904
7336,6812,21551,28193,1895
7337,6812,21550,28195,1920
7338,6812,21548,28190,1924
7339,6812,21548,28190,1925
7340,3924,21550,28190,1974
7341,3924,21548,28193,2096
7342,3924,21549,28200,2121
7343,3924,21549,28201,2095
7344,3924,21551,28204,2079
7345,3924,21550,28204,2099
7346,4156,21551,28208,2083
7347,4156,21550,28217,2101
7348,4156,21552,28221,2097
7349,4156,21546,28225,2096
7350,4156,21550,28230,2087
7351,4156,21551,28235,2096
7352,4156,21554,28241,2059
7353,4156,21554,28245,2076
7354,4156,21558,28248,2029
7355,4156,21556,28252,2176
7356,4156,21557,28261,2338
7357,4156,21561,28262,3859
7358,4156,21561,28268,3614
7359,1638,21559,28263,2481
7360,1638,21557,28267,2063
7361,1638,21556,28268,1926
7362,1638,21556,28269,1968
7363,1638,21557,28273,1956
7364,1638,21556,28276,1909
7365,-2377,21557,28273,1966
7366,-2377,21554,28279,1973
7367,-2377,21558,28283,1964
7368,-2377,21561,28291,1946
7369,-2377,21563,28298,1961
7370,-2377,21569,28304,1960
7371,-2377,21571,28306,1949
7372,-2377,21571,28316,1942
7373,-2377,21572,28315,1961
7374,-2377,21564,28314,1983
7375,-2377,21564,28313,2000
7376,-2377,21564,28307,2010
7377,-2377,21562,28301,2025
7378,792,21555,28287,2063
7379,792,21553,28260,2090
7380,792,21544,28233,2103
7381,792,21534,28200,2137
7382,792,21524,28171,2114
7383,792,21514,28142,2101
7384,1926,21504,28112,2030
7385,1926,21499,28094,1945
7386,1926,21489,28079,1876
7387,1926,21492,28070,1858
7388,1926,21487,28059,1757
7389,1926,21486,28057,1815
7390,1926,21482,28057,1770
7391,1926,21481,28058,1808
7392,1926,21482,28064,1789
7393,1926,21484,28070,1787
7394,1926,21486,28071,1761
7395,1926,21489,28080,1772
7396,1926,21486,28079,1776
7397,4636,21490,28084,1747
7398,4636,21486,28082,1664
7399,4636,21491,28090,1739
7400,4636,21493,28096,1726
7401,4636,21494,28103,1771
7402,4636,21496,28108,1743
7403,4636,21496,28119,1776
7404,4240,21495,28129,1712
7405,4240,21500,28134,1770
7406,4240,21505,28140,1638
7407,4240,21504,28148,1765
7408,4240,21507,28155,1670
7409,4240,21508,28156,1776
7410,4240,21509,28162,1757
7411,4240,21507,28168,1772
7412,4240,21504,28166,1712
7413,4240,21506,28165,1751
7414,4240,21508,28164,1707
7415,4240,21504,28164,1741
7416,-465,21506,28162,1761
7417,-465,21510,28168,1808
7418,-465,21507,28168,1795
7419,-465,21506,28169,1783
7420,-465,21504,28172,1759
7421,-465,21503,28177,1734
7422,-465,21504,28174,1744
7423,-1501,21505,28180,1747
7424,-1501,21505,28175,1739
7425,-1501,21505,28175,1733
7426,-1501,21502,28180,1719
7427,-1501,21506,28184,1709
7428,-1501,21502,28189,1691
7429,-1501,21502,28194,1662
7430,-1501,21507,28199,1726
7431,-1501,21511,28205,1804
7432,-1501,21509,28211,2559
7433,-1501,21493,28096,3122
7434,-1501,21516,28225,2305
7435,-1501,21516,28230,1745
7436,-610,21518,28230,1476
7437,-610,21519,28239,1479
7438,-610,21518,28241,1467
7439,-610,21521,28250,1472
7440,-610,21525,28256,1478
7441,-610,21529,28260,1479
7442,4353,21531,28261,1501
7443,4353,21530,28267,1501
7444,4353,21532,28269,1465
7445,4353,21533,28268,1512
7446,4353,21535,28275,1489
7447,4353,21537,28278,1558
7448,4353,21538,28281,1472
7449,4353,21539,28285,1571
7450,4353,21543,28286,1562
7451,4353,21542,28289,1625
7452,4353,21546,28289,1623
7453,4353,21545,28284,1683
7454,4353,21543,28277,1685
7455,2994,21537,28261,1773
7456,2994,21534,28233,1790
7457,2994,21525,28206,1811
7458,2994,21520,28185,1803
7459,2994,21516,28161,1744
7460,2994,21508,28139,1625
7461,11954,21507,28122,1612
7462,11954,21500,28108,1563
7463,11954,21499,28101,1513
7464,11954,21495,28098,1495
7465,11954,21500,28096,1480
7466,11954,21498,28102,1498
7467,11954,21502,28104,1483
7468,11954,21496,28106,1502
7469,11954,21503,28115,1509
7470,11954,21507,28119,1516
7471,11954,21504,28118,1506
7472,11954,21509,28118,1521
7473,11954,21511,28129,1523
7474,-11409,21513,28130,1531
7475,-11409,21515,28135,1552
7476,-11409,21517,28143,1535
7477,-11409,21516,28147,1532
7478,-11409,21521,28154,1535
7479,-11409,21522,28162,1554
7480,21312,21525,28168,1555
7481,21312,21523,28171,1559
7482,21312,21524,28174,1535
7483,21312,21526,28181,1534
7484,21312,21526,28186,1535
7485,21312,21519,28188,1533
7486,21312,21527,28192,1532
7487,21312,21526,28191,1535
7488,21312,21526,28193,1531
7489,21312,21526,28191,1512
7490,21312,21527,28193,1526
7491,21312,21527,28193,1521
7492,21312,21525,28192,1535
7493,-7959,21525,28197,1600
7494,-7959,21527,28198,1617
7495,-7959,21526,28200,1601
7496,-7959,21527,28203,1535
7497,-7959,21530,28205,1529
7498,-7959,21529,28205,1504
7499,-7959,21523,28206,1488
7500,27550,21524,28206,1506
7501,27550,21521,28206,1487
7502,27550,21522,28211,1482
7503,27550,21519,28217,1462
7504,27550,21521,28220,1450
7505,27550,21524,28227,1424
7506,27550,21527,28231,1456
7507,27550,21533,28240,1535
7508,27550,21535,28242,2146
7509,27550,21539,28249,3273
7510,27550,21540,28261,2399
7511,27550,21540,28268,1604
7512,-14574,21544,28270,1322
7513,-14574,21545,28276,1331
7514,-14574,21545,28279,1312
7515,-14574,21543,28280,1291
7516,-14574,21543,28275,1297
7517,-14574,21543,28274,1301
7518,-14574,21542,28277,1314
7519,16159,21544,28277,1309
7520,16159,21543,28281,1312
7521,16159,21545,28286,1343
7522,16159,21551,28290,1347
7523,16159,21554,28294,1371
7524,16159,21555,28302,1399
7525,16159,21559,28308,1417
7526,16159,21565,28315,1451
7527,16159,21570,28320,1475
7528,16159,21570,28319,1520
7529,16159,21567,28316,1573
7530,16159,21565,28301,1622
7531,16159,21559,28272,1669
7532,-15102,21555,28245,1691
7533,-15102,21549,28218,1723
7534,-15102,21538,28188,1713
7535,-15102,21527,28159,1707
7536,-15102,21525,28137,1665
7537,-15102,21521,28120,1627
7538,3444,21516,28111,1590
7539,3444,21517,28108,1558
7540,3444,21518,28109,1558
7541,3444,21518,28109,1573
7542,3444,21522,28113,1597
7543,3444,21520,28120,1614
7544,3444,21525,28124,1534
7545,3444,21529,28126,1636
7546,3444,21530,28127,1658
7547,3444,21529,28131,1671
7548,3444,21528,28136,1699
7549,3444,21532,28131,1727
7550,3444,21529,28134,1717
7551,276,21528,28137,1745
7552,276,21531,28139,1757
7553,276,21535,28141,1758
7554,276,21533,28149,1783
7555,276,21539,28155,1786
7556,276,21538,28161,1809
7557,7019,21540,28171,1827
7558,7019,21545,28187,1797
7559,7019,21545,28189,1839
7560,7019,21544,28194,1823
7561,7019,21548,28199,1854
7562,7019,21548,28199,1818
7563,7019,21547,28201,1840
7564,7019,21552,28204,1838
7565,7019,21550,28204,1855
7566,7019,21550,28209,1835
7567,7019,21551,28209,1833
7568,7019,21550,28212,1815
7569,7019,21547,28211,1829
7570,-16446,21550,28214,1797
7571,-16446,21552,28217,1838
7572,-16446,21550,28217,1819
7573,-16446,21550,28217,1854
7574,-16446,21553,28224,1908
7575,-16446,21554,28231,1910
7576,-9477,21558,28236,1867
7577,-9477,21563,28248,1846
7578,-9477,21567,28254,1850
7579,-9477,21568,28262,1842
7580,-9477,21529,28131,1814
7581,-9477,21574,28276,1817
7582,-9477,21578,28282,1825
7583,-9477,21582,28287,1806
7584,-9477,21581,28294,1805
7585,-9477,21583,28299,1807
7586,-9477,21580,28304,1775
7587,-9477,21583,28308,1781
7588,-9477,21587,28319,1856
7589,-28157,21590,28322,2331
7590,-28157,21590,28326,3733
7591,-28157,21591,28331,2755
7592,-28157,21598,28336,1808
7593,-28157,21599,28339,1482
7594,-28157,21601,28348,1478
7595,-28157,21606,28353,1460
7596,4807,21608,28354,1425
7597,4807,21607,28360,1424
7598,4807,21613,28364,1380
7599,4807,21613,28367,1443
7600,4807,21615,28369,1251
7601,4807,21616,28377,1439
7602,4807,21618,28382,1417
7603,4807,21620,28388,1471
7604,4807,21622,28393,1410
7605,4807,21625,28398,1489
7606,4807,21626,28400,1465
7607,4807,21629,28406,1533
7608,-5518,21630,28407,1492
7609,-5518,21631,28407,1602
7610,-5518,21625,28399,1658
7611,-5518,21621,28381,1690
7612,-5518,21616,28359,1750
7613,-5518,21609,28332,1779
7614,-5518,21601,28303,1791
7615,-10306,21594,28271,1803
7616,-10306,21588,28238,1806
7617,-10306,21579,28213,1781
7618,-10306,21574,28192,1746
7619,-10306,21568,28179,1683
7620,-10306,21565,28172,1639
7621,-10306,21562,28169,1610
7622,-10306,21562,28171,1616
7623,-10306,21563,28172,1616
7624,-10306,21561,28170,1633
7625,-10306,21561,28176,1639
7626,-10306,21563,28173,1642
7627,-10306,21560,28176,1648
7628,-15996,21563,28172,1664
7629,-15996,21559,28171,1650
7630,-15996,21557,28174,1658
7631,-15996,21558,28178,1687
7632,-15996,21557,28174,1695
7633,-15996,21558,28177,1719
7634,-9900,21558,28178,1689
7635,-9900,21557,28181,1697
7636,-9900,21555,28185,1698
7637,-9900,21557,28190,1701
7638,-9900,21557,28194,1711
7639,-9900,21558,28201,1718
7640,-9900,21555,28207,1743
7641,-9900,21552,28205,1755
7642,-9900,21552,28213,1788
7643,-9900,21552,28212,1799
7644,-9900,21552,28214,1797
7645,-9900,21552,28214,1808
7646,-9900,21549,28217,1825
7647,-978,21550,28217,1829
7648,-978,21549,28216,1815
7649,-978,21552,28214,1839
7650,-978,21553,28221,1853
7651,-978,21554,28219,1855
7652,-978,21552,28223,1871
7653,5346,21553,28228,1915
7654,5346,21551,28231,1789
7655,5346,21552,28231,1949
7656,5346,21555,28233,1936
7657,5346,21556,28236,1908
7658,5346,21554,28246,1899
7659,5346,21555,28250,1891
7660,5346,21555,28257,1790
7661,5346,21556,28255,1891
7662,5346,21556,28267,1897
7663,5346,21561,28268,1891
7664,5346,21565,28277,1857
7665,5346,21564,28279,1870
7666,5275,21568,28286,1840
7667,5275,21571,28287,1918
7668,5275,21571,28292,1980
7669,5275,21572,28298,2726
7670,5275,21569,28296,3698
7671,5275,21571,28296,2713
7672,7473,21570,28299,2029
7673,7473,21568,28299,1791
7674,7473,21569,28296,1796
7675,7473,21568,28296,1808
7676,7473,21565,28295,1743
7677,7473,21562,28298,1791
7678,7473,21563,28300,1799
7679,7473,21564,28307,1809
7680,7473,21562,28314,1808
7681,7473,21567,28312,1852
7682,7473,21570,28317,1804
7683,7473,21570,28316,1847
7684,7473,21569,28319,1837
7685,6985,21571,28320,1868
7686,6985,21568,28322,1856
7687,6985,21567,28320,1895
7688,6985,21567,28320,1897
7689,6985,21561,28313,1935
7690,6985,21557,28303,1982
7691,6985,21550,28285,2005
7692,-50,21545,28259,2035
7693,-50,21536,28225,2047
7694,-50,21526,28196,2059
7695,-50,21518,28171,2063
7696,-50,21514,28150,2022
7697,-50,21507,28133,1941
7698,-50,21506,28124,1890
7699,-50,21501,28116,1836
7700,-50,21502,28109,1793
7701,-50,21503,28106,1757
7702,-50,21502,28107,1743
7703,-50,21503,28108,1739
7704,-3644,21505,28112,1724
7705,-3644,21505,28113,1737
7706,-3644,21503,28114,1717
7707,-3644,21508,28117,1719
7708,-3644,21511,28123,1733
7709,-3644,21512,28125,1743
7710,-3644,21515,28130,1738
7711,2543,21516,28127,1712
7712,2543,21520,28137,1714
7713,2543,21521,28137,1759
7714,2543,21521,28145,1738
7715,2543,21521,28150,1744
7716,2543,21522,28155,1745
7717,2543,21522,28164,1759
7718,2543,21525,28171,1765
7719,2543,21524,28175,1758
7720,2543,21524,28175,1760
7721,2543,21526,28176,1795
7722,2543,21526,28180,1779
7723,2543,21527,28184,1791
7724,4022,21529,28186,1805
7725,4022,21531,28192,1788
7726,4022,21530,28188,1806
7727,4022,21531,28189,1850
7728,4022,21529,28192,1847
7729,4022,21532,28194,1845
7730,-17,21533,28192,1808
7731,-17,21532,28197,1796
7732,-17,21529,28197,1775
7733,-17,21529,28198,1775
7734,-17,21532,28202,1767
7735,-17,21530,28204,1763
7736,-17,21531,28207,1753
7737,-17,21532,28212,1747
7738,-17,21537,28217,1744
7739,-17,21533,28222,1703
7740,-17,21540,28221,1715
7741,-17,21541,28230,1826
7742,-17,21541,28234,2097
7743,-1317,21539,28239,3312
7744,-1317,21544,28241,2815
7745,-1317,21544,28248,2002
7746,-1317,21548,28252,1637
7747,-1317,21547,28252,1535
7748,-1317,21547,28259,1552
7749,-3310,21548,28254,1559
7750,-3310,21543,28258,1569
7751,-3310,21546,28263,1568
7752,-3310,21548,28263,1581
7753,-3310,21546,28262,1589
7754,-3310,21547,28265,1581
7755,-3310,21544,28270,1573
7756,-3310,21541,28270,1585
7757,-3310,21545,28274,1584
7758,-3310,21546,28274,1597
7759,-3310,21546,28278,1611
7760,-3310,21547,28285,1631
7761,-3310,21548,28283,1632
7762,-4779,21547,28284,1650
7763,-4779,21547,28278,1675
7764,-4779,21542,28268,1697
7765,-4779,21541,28252,1713
7766,-4779,21532,28225,1727
7767,-4779,21526,28199,1738
7768,26346,21519,28170,1724
7769,26346,21506,28141,1675
7770,26346,21498,28118,1620
7771,26346,21492,28100,1552
7772,26346,21489,28086,1483
7773,26346,21486,28079,1453
7774,26346,21491,28072,1425
7775,26346,21487,28074,1392
7776,26346,21493,28074,1376
7777,26346,21491,28074,1366
7778,26346,21491,28079,1355
7779,26346,21490,28074,1359
7780,26346,21489,28081,1349
7781,-13477,21493,28084,1348
7782,-13477,21492,28081,1354
7783,-13477,21493,28081,1363
7784,-13477,21490,28079,1401
7785,-13477,21494,28088,1388
7786,-13477,21499,28089,1424
7787,-13477,21498,28095,1418
7788,10216,21503,28105,1424
7789,10216,21504,28112,1424
7790,10216,21509,28123,1438
7791,10216,21514,28137,1440
7792,10216,21524,28149,1458
7793,10216,21524,28157,1470
7794,10216,21528,28165,1465
7795,10216,21529,28173,1458
7796,10216,21532,28181,1472
7797,10216,21534,28187,1489
7798,10216,21537,28190,1498
7799,10216,21538,28193,1503
7800,-13931,21536,28193,1499
7801,-13931,21536,28196,1507
7802,-13931,21534,28197,1578
7803,-13931,21540,28198,1606
7804,-13931,21539,28203,1587
7805,-13931,21543,28210,1584
7806,-13931,21546,28219,1569
7807,-4471,21548,28222,1578
7808,-4471,21549,28227,1573
7809,-4471,21553,28230,1581
7810,-4471,21550,28236,1569
7811,-4471,21553,28237,1587
7812,-4471,21557,28243,1613
7813,-4471,21556,28250,1611
7814,-4471,21559,28257,1631
7815,-4471,21563,28260,1603
7816,-4471,21557,28265,1671
7817,-4471,21555,28267,1755
7818,-4471,21562,28272,2800
7819,-4471,21564,28277,3440
7820,16248,21568,28281,2275
7821,16248,21568,28285,1645
7822,16248,21572,28294,1478
7823,16248,21578,28301,1522
7824,16248,21578,28304,1493
7825,16248,21578,28306,1520
7826,-2850,21576,28308,1535
7827,-2850,21580,28311,1535
7828,-2850,21576,28313,1564
7829,-2850,21579,28316,1586
7830,-2850,21575,28316,1616
7831,-2850,21577,28319,1623
7832,-2850,21577,28316,1650
7833,-2850,21578,28317,1665
7834,-2850,21580,28322,1669
7835,-2850,21581,28323,1705
7836,-2850,21584,28329,1737
7837,-2850,21584,28328,1755
7838,-2850,21585,28324,1776
7839,2580,21582,28316,1825
7840,2580,21577,28290,1827
7841,2580,21572,28266,1904
7842,2580,21563,28238,1920
7843,2580,21553,28208,1942
7844,2580,21542,28177,1934
7845,27821,21539,28147,1899
7846,27821,21533,28132,1840
7847,27821,21531,28126,1785
7848,27821,21528,28118,1744
7849,27821,21532,28118,1733
7850,27821,21534,28119,1725
7851,27821,21535,28122,1721
7852,27821,21538,28127,1726
7853,27821,21539,28128,1728
7854,27821,21540,28131,1719
7855,27821,21544,28136,1727
7856,27821,21550,28140,1717
7857,27821,21551,28141,1694
7858,2057,21552,28144,1707
7859,2057,21559,28147,1711
7860,2057,21558,28150,1711
7861,2057,21556,28150,1724
7862,2057,21557,28157,1714
7863,2057,21558,28160,1711
7864,-1318,21564,28167,1723
7865,-1318,21565,28177,1723
7866,-1318,21567,28186,1734
7867,-1318,21574,28194,1745
7868,-1318,21574,28194,1751
7869,-1318,21575,28207,1761
7870,-1318,21579,28216,1802
7871,-1318,21583,28226,1818
7872,-1318,21586,28235,1824
7873,-1318,21585,28237,1827
7874,-1318,21586,28241,1840
7875,-1318,21584,28246,1805
7876,-1318,21586,28245,1806
7877,-17246,21584,28244,1808
7878,-17246,21584,28241,1803
7879,-17246,21581,28243,1840
7880,-17246,21583,28243,1843
7881,-17246,21579,28245,1826
7882,-17246,21579,28249,1806
7883,-17246,21577,28249,1761
7884,-16116,21578,28254,1777
7885,-16116,21577,28256,1757
7886,-16116,21580,28259,1725
7887,-16116,21579,28261,1727
7888,-16116,21580,28264,1690
7889,-16116,21589,28276,1701
7890,-16116,21585,28276,1685
7891,-16116,21587,28285,1661
7892,-16116,21592,28292,1651
7893,-16116,21591,28296,1751
7894,-16116,21596,28302,2070
7895,-16116,21593,28305,3501
7896,-17979,21598,28309,2903
7897,-17979,21597,28308,1923
7898,-17979,21597,28309,1570
7899,-17979,21596,28312,1521
7900,-17979,21594,28313,1535
7901,-17979,21594,28312,1518
7902,-17979,21589,28311,1531
7903,-11416,21590,28313,1521
7904,-11416,21590,28314,1560
7905,-11416,21586,28313,1569
7906,-11416,21589,28317,1584
7907,-11416,21591,28322,1600
7908,-11416,21594,28328,1627
7909,-11416,21595,28329,1654
7910,-11416,21593,28333,1651
7911,-11416,21599,28332,1647
7912,-11416,21602,28341,1680
7913,-11416,21604,28345,1743
7914,-11416,21599,28345,1759
7915,-11416,21600,28332,1783
7916,-6299,21594,28320,1841
7917,-6299,21587,28295,1888
7918,-6299,21580,28264,1904
7919,-6299,21571,28226,1922
7920,-6299,21556,28184,1963
7921,-6299,21549,28152,1938
7922,8063,21546,28128,1914
7923,8063,21539,28106,1868
7924,8063,21538,28093,1791
7925,8063,21536,28088,1767
7926,8063,21533,28085,1742
7927,8063,21535,28086,1735
7928,8063,21539,28086,1730
7929,8063,21539,28079,1742
7930,8063,21538,28079,1733
7931,8063,21533,28079,1766
7932,8063,21534,28076,1712
7933,8063,21532,28077,1727
7934,8063,21535,28071,1742
7935,14655,21531,28070,1735
7936,14655,21532,28071,1773
7937,14655,21529,28071,1817
7938,14655,21531,28069,1822
7939,14655,21533,28069,1822
7940,14655,21529,28076,1837
7941,8223,21533,28077,1873
7942,8223,21533,28088,1853
7943,8223,21535,28090,1906
7944,8223,21537,28099,1897
7945,8223,21541,28109,1932
7946,8223,21540,28114,1939
7947,8223,21544,28124,1978
7948,8223,21546,28125,1973
7949,8223,21548,28127,1990
7950,8223,21550,28130,1991
7951,8223,21549,28128,2063
7952,8223,21548,28130,2103
7953,8223,21550,28131,2112
7954,6346,21545,28130,2118
7955,6346,21547,28133,2096
7956,6346,21542,28129,2096
7957,6346,21545,28131,2094
7958,6346,21540,28131,2098
7959,6346,21538,28130,2128
7960,1824,21538,28133,2119
7961,1824,21538,28133,2128
7962,1824,21539,28136,2122
7963,1824,21538,28133,2121
7964,1824,21537,28140,2107
7965,1824,21538,28143,2138
7966,1824,21542,28146,2253
7967,1824,21542,28153,2736
7968,1824,21546,28161,3935
7969,1824,21543,28169,3036
7970,1824,21546,28175,2315
7971,1824,21547,28178,2015
7972,1824,21545,28179,1997
7973,-2049,21545,28180,2031
7974,-2049,21544,28184,2021
7975,-2049,21545,28191,2002
7976,-2049,21549,28195,2021
7977,-2049,21550,28198,2022
7978,-2049,21551,28201,2043
7979,-2049,21552,28205,2009
7980,205,21556,28209,2039
7981,205,21558,28215,2027
7982,205,21559,28224,2064
7983,205,21561,28227,2065
7984,205,21562,28235,2059
7985,205,21569,28245,2081
7986,205,21573,28249,2095
7987,205,21574,28249,2099
7988,205,21574,28241,2130
7989,205,21570,28226,2170
7990,205,21565,28205,2195
7991,205,21555,28169,2227
7992,227,21544,28132,2241
7993,227,21534,28100,2240
7994,227,21527,28078,2192
7995,227,21520,28057,2128
7996,227,21522,28046,2045
7997,227,21518,28035,1983
7998,227,21516,28028,1936
7999,-2053,21515,28027,1904
8000,-2053,21514,28026,1895
8001,-2053,21512,28025,1885
8002,-2053,21513,28026,1872
8003,-2053,21515,28026,1861
8004,-2053,21520,28032,1850
8005,-2053,21520,28031,1833
8006,-2053,21523,28032,1845
8007,-2053,21524,28036,1843
8008,-2053,21526,28039,1846
8009,-2053,21525,28040,1846
8010,-2053,21524,28041,1851
8011,-2053,21524,28041,1844
8012,-26416,21527,28049,1864
8013,-26416,21525,28048,1834
8014,-26416,21525,28062,1823
8015,-26416,21529,28065,1808
8016,-26416,21529,28065,1817
8017,-26416,21531,28068,1806
8018,5724,21531,28075,1783
8019,5724,21532,28078,1773
8020,5724,21534,28079,1718
8021,5724,21532,28079,1760
8022,5724,21534,28086,1702
8023,5724,21565,28205,1712
8024,5724,21540,28090,1749
8025,5724,21536,28090,1792
8026,5724,21536,28090,1747
8027,5724,21538,28095,1741
8028,5724,21540,28094,1678
8029,5724,21539,28099,1697
8030,5724,21537,28105,1643
8031,-30112,21540,28115,1647
8032,-30112,21542,28116,1643
8033,-30112,21548,28119,1634
8034,-30112,21546,28124,1616
8035,-30112,21552,28135,1611
8036,-30112,21557,28140,1600
8037,13023,21556,28149,1575
8038,13023,21559,28160,1591
8039,13023,21563,28162,1686
8040,13023,21570,28174,2207
8041,13023,21570,28184,3293
8042,13023,21575,28191,2491
8043,13023,21576,28197,1726
8044,13023,21579,28205,1414
8045,13023,21581,28209,1443
8046,13023,21583,28211,1451
8047,13023,21577,28216,1431
8048,13023,21575,28225,1438
8049,13023,21575,28223,1461
8050,4394,21578,28225,1463
8051,4394,21574,28226,1481
8052,4394,21574,28230,1417
8053,4394,21578,28233,1517
8054,4394,21579,28238,1475
8055,4394,21580,28242,1535
8056,5138,21581,28246,1535
8057,5138,21584,28253,1584
8058,5138,21585,28260,1579
8059,5138,21585,28260,1616
8060,5138,21584,28259,1616
8061,5138,21585,28251,1733
8062,5138,21580,28234,1715
8063,5138,21575,28208,1802
8064,5138,21564,28170,1797
8065,5138,21553,28135,1850
8066,5138,21543,28097,1822
8067,5138,21538,28075,1835
8068,5138,21539,28057,1758
8069,5363,21534,28047,1705
8070,5363,21537,28044,1611
8071,5363,21537,28040,1632
8072,5363,21537,28037,1599
8073,5363,21538,28040,1599
8074,5363,21543,28044,1527
8075,5363,21542,28046,1611
8076,6730,21542,28048,1523
8077,6730,21544,28050,1619
8078,6730,21549,28050,1593
8079,6730,21548,28048,1630
8080,6730,21545,28045,1611
8081,6730,21547,28047,1648
8082,6730,21547,28046,1631
8083,6730,21548,28048,1662
8084,6730,21544,28047,1649
8085,6730,21548,28054,1663
8086,6730,21549,28062,1669
8087,6730,21554,28066,1695
8088,-8155,21557,28077,1686
8089,-8155,21557,28089,1718
8090,-8155,21558,28091,1712
8091,-8155,21558,28098,1729
8092,-8155,21559,28102,1743
8093,-8155,21557,28103,1744
8094,-8155,21556,28101,1753
8095,-2354,21554,28098,1748
8096,-2354,21551,28097,1728
8097,-2354,21545,28095,1729
8098,-2354,21545,28094,1711
8099,-2354,21542,28092,1721
8100,-2354,21543,28091,1700
8101,-2354,21543,28097,1680
8102,-2354,21544,28099,1712
8103,-2354,21546,28108,1750
8104,-2354,21547,28112,1744
8105,-2354,21551,28117,1725
8106,-2354,21551,28123,1697
8107,-2354,21552,28128,1678
8108,-7697,21555,28136,1664
8109,-7697,21557,28145,1654
8110,-7697,21559,28147,1637
8111,-7697,21564,28159,1618
8112,-7697,21563,28167,1607
8113,-7697,21572,28171,1600
8114,-11148,21573,28185,1605
8115,-11148,21577,28197,1581
8116,-11148,21579,28202,1567
8117,-11148,21583,28211,1677
8118,-11148,21590,28217,2289
8119,-11148,21588,28222,3520
8120,-11148,21590,28233,2547
8121,-11148,21589,28234,1703
8122,-11148,21590,28239,1451
8123,-11148,21587,28240,1471
8124,-11148,21587,28239,1463
8125,-11148,21585,28239,1445
8126,-11148,21587,28239,1459
8127,-15212,21587,28238,1503
8128,-15212,21584,28237,1515
8129,-15212,21584,28242,1530
8130,-15212,21586,28245,1520
8131,-15212,21590,28251,1535
8132,-15212,21590,28259,1553
8133,-6831,21596,28268,1559
8134,-6831,21597,28276,1561
8135,-6831,21600,28279,1586
8136,-6831,21601,28283,1579
8137,-6831,21604,28286,1570
8138,-6831,21605,28280,1583
8139,-6831,21598,28267,1626
8140,-6831,21592,28241,1654
8141,-6831,21583,28204,1690
8142,-6831,21574,28164,1723
8143,-6831,21562,28121,1747
8144,-6831,21552,28090,1745
8145,-6831,21543,28064,1744
8146,-1912,21542,28044,1680
8147,-1912,21538,28034,1643
8148,-1912,21537,28032,1585
8149,-1912,21536,28027,1535
8150,-1912,21535,28024,1565
8151,-1912,21538,28024,1561
8152,-8752,21538,28028,1575
8153,-8752,21541,28027,1584
8154,-8752,21539,28026,1600
8155,-8752,21539,28028,1616
8156,-8752,21542,28028,1627
8157,-8752,21539,28027,1639
8158,-8752,21540,28025,1638
8159,-8752,21539,28024,1664
8160,-8752,21537,28025,1658
8161,-8752,21542,28027,1646
8162,-8752,21542,28029,1651
8163,-8752,21542,28029,1686
8164,-8752,21543,28034,1699
8165,-2200,21546,28041,1676
8166,-2200,21550,28048,1690
8167,-2200,21549,28066,1714
8168,-2200,21556,28075,1698
8169,-2200,21555,28080,1708
8170,-2200,21559,28087,1709
8171,-2200,21605,28280,1715
8172,-8945,21560,28101,1728
8173,-8945,21563,28101,1729
8174,-8945,21565,28104,1758
8175,-8945,21561,28107,1773
8176,-8945,21557,28104,1760
8177,-8945,21558,28107,1742
8178,-8945,21553,28107,1785
8179,-8945,21555,28109,1802
8180,-8945,21558,28110,1790
8181,-8945,21557,28111,1850
8182,-8945,21558,28110,1889
8183,-8945,21558,28116,1890
8184,-6959,21556,28116,1879
8185,-6959,21555,28117,1853
8186,-6959,21554,28123,1857
8187,-6959,21557,28125,1845
8188,-6959,21557,28128,1867
8189,-6959,21560,28133,1877
8190,-6959,21559,28140,1872
8191,-659,21563,28146,1873
8192,-659,21566,28154,1873
8193,-659,21568,28165,1901
8194,-659,21574,28179,1867
8195,-659,21575,28184,1935
8196,-659,21579,28192,2017
8197,-659,21578,28198,2907
8198,-659,21580,28205,3731
8199,-659,21581,28207,2607
8200,-659,21585,28213,1865
8201,-659,21580,28211,1475
8202,-659,21581,28214,1339
8203,-659,21578,28208,1205
8204,3274,21576,28211,1053
8205,3274,21579,28212,987
8206,3274,21578,28213,895
8207,3274,21578,28220,835
8208,3274,21584,28226,761
8209,3274,21584,28230,714
8210,6571,21587,28235,672
8211,6571,21591,28243,653
8212,6571,21591,28253,640
8213,6571,21592,28260,640
8214,6571,21596,28262,620
